stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
0851_A,,春雨橋,,42.3629217,140.9821439,,,,,,
0851_C,,春雨橋,,42.3629217,140.9821439,,,,,,
0851_B,,春雨橋,,42.3628261,140.9832476,,,,,,
0861_A,,伊能橋,,42.3681913,140.982601,,,,,,
0861_B,,伊能橋,,42.3677316,140.9826104,,,,,,
0862_A,,栗林公園前,,42.3725582,140.9845624,,,,,,
0862_B,,栗林公園前,,42.3727964,140.9848421,,,,,,
0863_A,,紅葉橋,,42.3791536,140.9826685,,,,,,
0863_B,,紅葉橋,,42.3781372,140.9830032,,,,,,
0864_A,,すずかけ団地,,42.3811911,140.9853144,,,,,,
0864_B,,すずかけ団地,,42.3811135,140.9854195,,,,,,
0865_A,,すずかけ地蔵尊,,42.3855489,140.9864405,,,,,,
0865_B,,すずかけ地蔵尊,,42.3856263,140.9865163,,,,,,
0871_A,,ニュータウン入口,,42.3823452,140.9781321,,,,,,
0871_B,,ニュータウン入口,,42.3819767,140.9777509,,,,,,
0872_A,,すずかけニュータウン,,42.3789945,140.9758978,,,,,,
0872_B,,すずかけニュータウン,,42.3794013,140.9759387,,,,,,
0881_A,,香川入口,,42.3926306,140.9828193,,,,,,
0882_A,,香川神社前,,42.3923613,140.977797,,,,,,
0883_A,,香川町,,42.3943509,140.9727798,,,,,,
0884_A,,浄水場前,,42.3958259,140.9724422,,,,,,
0891_A,,本輪西2丁目,,42.3610385,140.9792515,,,,,,
0891_B,,本輪西2丁目,,42.3609056,140.9789425,,,,,,
0901_A,,本輪西駅前,,42.3590402,140.9768455,,,,,,
0901_B,,本輪西駅前,,42.3593124,140.9767846,,,,,,
0911_A,,幌萌町,,42.3624388,140.9642735,,,,,,
0911_B,,幌萌町,,42.3623783,140.9649826,,,,,,
0912_A,,JXエネルギー前,,42.362117,140.9518172,,,,,,
0912_B,,JXエネルギー前,,42.3619832,140.9528211,,,,,,
0921_A,,陣屋,,42.3667735,140.9499376,,,,,,
0921_B,,陣屋,,42.3668598,140.9504093,,,,,,
0941_A,,西陣屋,,42.3693457,140.9412144,,,,,,
0941_B,,西陣屋,,42.3695139,140.9411616,,,,,,
0942_A,,崎守町,,42.3739227,140.926559,,,,,,
0942_B,,崎守町,,42.3736368,140.9257575,,,,,,
0943_A,,白鳥台2丁目,,42.374377,140.9362184,,,,,,
0943_B,,白鳥台2丁目,,42.3741168,140.9356328,,,,,,
0944_A,,白鳥台5丁目,,42.3775444,140.9420748,,,,,,
0944_B,,白鳥台5丁目,,42.3775607,140.9423056,,,,,,
0945_A,,白鳥台4丁目,,42.3801014,140.9436184,,,,,,
0945_B,,白鳥台4丁目,,42.3796466,140.9436676,,,,,,
0946_A,,本室蘭小学校前,,42.3816135,140.9415993,,,,,,
0946_B,,本室蘭小学校前,,42.3817298,140.9417366,,,,,,
0951_A,,北公園前,,42.3803104,140.9374205,,,,,,
0951_B,,北公園前,,42.3806089,140.9378607,,,,,,
0961_A,,白鳥台中央,,42.3780431,140.9399187,,,,,,
0962_A,,市役所入口,,42.4113405,141.1110027,,,,,,
0962_B,,市役所入口,,42.4113099,141.1112528,,,,,,
0971_A,,中嶋神社前,,42.3544983,141.0244453,,,,,,
0971_B,,中嶋神社前,,42.3543676,141.0245112,,,,,,
0982_A,,白鳥台入口,,42.3798876,140.9339285,,,,,,
0982_B,,白鳥台入口,,42.3800925,140.9338638,,,,,,
0983_A,,幡守神社入口,,42.3812846,140.9266377,,,,,,
0983_B,,幡守神社入口,,42.3816652,140.9273675,,,,,,
0984_A,,石川町,,42.3817564,140.9169726,,,,,,
0984_B,,石川町,,42.3813497,140.9184221,,,,,,
0990_A,,みたら・水族館前,,42.341614,140.9444905,,,,,,
0990_B,,みたら・水族館前,,42.3414873,140.9444012,,,,,,
0991_A,,エンルムマリーナ前,,42.3402285,140.9409623,,,,,,
